id,year_id,formation_place,accurate_back_zone_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_pass,accurate_pull_back,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_pass,challenge_lost,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,goals_conceded,goals_conceded_ibox,hand_ball,head_clearance,head_pass,leftside_pass,long_pass_own_to_opp,losses,mins_played,open_play_pass,overrun,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_launches,accurate_long_balls,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_right,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_obx_right,att_openplay,att_post_left,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_cross,blocked_scoring_att,corner_taken,dangerous_play,dispossessed,effective_blocked_cross,error_lead_to_shot,fouled_final_third,game_started,goals_conceded_obox,hit_woodwork,interception,interception_won,long_pass_own_to_opp_success,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,pen_goals_conceded,poss_won_att_3rd,post_scoring_att,shot_off_target,total_att_assist,total_corners_intobox,total_scoring_att,total_sub_off,wins,won_contest,clean_sheet,interceptions_in_box,second_goal_assist,yellow_card,att_cmiss_left,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_low_left,att_hd_goal,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high,att_miss_high_left,att_obox_post,att_post_high,att_post_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_left,big_chance_created,big_chance_scored,goals,goals_openplay,last_man_tackle,shield_ball_oop,total_offside,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_assist_setplay,att_bx_left,error_lead_to_goal,freekick_cross,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,six_yard_block,total_through_ball,own_goals,penalty_conceded,assist_penalty_won,att_fastbreak,att_goal_low_centre,att_goal_low_right,att_obox_goal,att_one_on_one,att_rf_goal,goal_fastbreak,penalty_won,shot_fastbreak,total_fastbreak,att_cmiss_high,touches_in_opp_box,accurate_goal_kicks,accurate_keeper_throws,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,saved_ibox,saves,total_high_claim,assist_attempt_saved,att_goal_high_right,att_hd_post,att_pen_goal,att_pen_miss,red_card,second_yellow,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_goal_high_left,att_lg_centre,clearance_off_line,foul_throw_in,att_cmiss_high_right,assist_pass_lost,assist_own_goal,att_obxd_left,att_obx_left,diving_save,attempts_obox,assist_blocked_shot,assist_free_kick_won,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,gk_smother,penalty_faced,punches,saved_obox,stand_catch,stand_save,total_keeper_sweeper,assist_handball_won,assist_post,att_obxd_right,att_lg_left,attempts_ibox,att_obp_goal,att_corner,penalty_save,att_pen_target,att_pen_post
3046,42,17.0,67.0,82.0,5.0,147.0,,15.0,13.0,8.0,15.0,3.0,35.0,35.0,40.0,27.0,16.0,4.0,9.0,,3.0,28.0,28.0,9.0,5.0,19.0,3.0,73.0,6.0,4.0,,5.0,26.0,22.0,28.0,1.0,381.0,193.0,3.0,61.0,2.0,9.0,83.0,82.0,15.0,10.0,16.0,63.0,46.0,142.0,13.0,84.0,15.0,10.0,5.0,9.0,9.0,64.0,8.0,123.0,8.0,5.0,16.0,198.0,1.0,12.0,12.0,20.0,311.0,5.0,5.0,6.0,2.0,9.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,,1.0,1.0,1.0,2.0,,,,3.0,1.0,,1.0,,1.0,,1.0,,5.0,,,1.0,,,,,5.0,1.0,1.0,,5.0,5.0,,2.0,3.0,2.0,,11.0,11.0,10.0,3.0,,,1.0,1.0,,,2.0,,3.0,1.0,,5.0,2.0,11.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,42,234.0,142.0,432.0,167.0,571.0,1.0,2.0,92.0,102.0,38.0,13.0,173.0,162.0,204.0,61.0,43.0,22.0,24.0,1.0,11.0,207.0,179.0,24.0,17.0,67.0,40.0,212.0,26.0,16.0,1.0,19.0,212.0,243.0,25.0,7.0,2424.0,789.0,2.0,162.0,85.0,48.0,443.0,441.0,15.0,36.0,43.0,180.0,221.0,521.0,20.0,168.0,44.0,26.0,25.0,25.0,25.0,399.0,140.0,696.0,,211.0,14.0,839.0,2.0,12.0,34.0,3.0,1289.0,82.0,82.0,33.0,29.0,22.0,28.0,3.0,3.0,53.0,,9.0,30.0,69.0,3.0,1.0,15.0,37.0,19.0,31.0,3.0,26.0,11.0,46.0,2.0,13.0,7.0,2.0,3.0,1.0,6.0,,69.0,,2.0,13.0,6.0,4.0,10.0,13.0,,21.0,,,47.0,,1.0,9.0,26.0,10.0,3.0,10.0,10.0,18.0,2.0,1.0,13.0,23.0,43.0,4.0,1.0,10.0,3.0,37.0,36.0,,101.0,8.0,20.0,11.0,6.0,,,2.0,5.0,,,,2.0,8.0,7.0,14.0,16.0,8.0,11.0,1.0,,3.0,,6.0,1.0,2.0,4.0,9.0,8.0,16.0,10.0,,1.0,26.0,,,3.0,,9.0,,,6.0,,6.0,5.0,1.0,3.0,11.0,1.0,,,,3.0,3.0,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11961,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5691,42,22.0,48.0,50.0,1.0,98.0,,,8.0,5.0,5.0,2.0,23.0,16.0,15.0,27.0,5.0,3.0,,1.0,3.0,19.0,20.0,,,25.0,3.0,45.0,5.0,3.0,,,19.0,39.0,14.0,,194.0,119.0,,18.0,12.0,3.0,34.0,34.0,7.0,20.0,5.0,25.0,23.0,94.0,2.0,56.0,17.0,,1.0,1.0,1.0,35.0,1.0,69.0,,1.0,14.0,124.0,,2.0,10.0,,166.0,2.0,2.0,4.0,,9.0,10.0,,,1.0,,11.0,1.0,,,,,,,,,,,1.0,,1.0,,,2.0,,2.0,,2.0,,,1.0,,,,,,,,,5.0,,1.0,2.0,3.0,2.0,,10.0,10.0,8.0,2.0,,,1.0,,1.0,,,,2.0,1.0,,2.0,3.0,2.0,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10651,42,15.0,82.0,94.0,,175.0,,33.0,9.0,9.0,5.0,2.0,32.0,27.0,37.0,29.0,10.0,3.0,3.0,4.0,1.0,33.0,24.0,17.0,9.0,36.0,9.0,82.0,5.0,5.0,,9.0,16.0,23.0,39.0,2.0,438.0,220.0,,54.0,2.0,12.0,79.0,78.0,19.0,10.0,10.0,80.0,44.0,173.0,6.0,98.0,14.0,18.0,6.0,7.0,7.0,62.0,,131.0,10.0,,24.0,222.0,,,12.0,43.0,346.0,2.0,2.0,1.0,1.0,10.0,8.0,1.0,1.0,,2.0,9.0,2.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,2.0,,,,8.0,2.0,1.0,,5.0,,,12.0,12.0,21.0,2.0,,,3.0,,3.0,1.0,,,1.0,3.0,,1.0,1.0,2.0,2.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,42,0.0,2.0,5.0,1.0,6.0,,,1.0,,1.0,,2.0,,3.0,1.0,,,,,,3.0,1.0,,,,2.0,,,,,,,1.0,,1.0,12.0,6.0,2.0,2.0,1.0,1.0,3.0,3.0,,1.0,,3.0,3.0,5.0,,3.0,1.0,,1.0,1.0,,3.0,,5.0,,1.0,,7.0,,1.0,,,15.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,42,92.0,86.0,187.0,21.0,271.0,,1.0,11.0,1.0,16.0,3.0,80.0,49.0,88.0,55.0,16.0,1.0,9.0,6.0,,54.0,48.0,1.0,,21.0,6.0,69.0,26.0,23.0,1.0,,7.0,58.0,10.0,16.0,832.0,308.0,6.0,74.0,42.0,26.0,121.0,121.0,25.0,25.0,16.0,101.0,122.0,263.0,6.0,98.0,4.0,1.0,45.0,20.0,15.0,145.0,4.0,238.0,5.0,24.0,18.0,316.0,,7.0,6.0,1.0,489.0,12.0,12.0,17.0,8.0,6.0,2.0,2.0,1.0,1.0,1.0,11.0,11.0,2.0,1.0,1.0,,,1.0,3.0,,3.0,2.0,4.0,,2.0,2.0,7.0,1.0,,9.0,,12.0,,1.0,12.0,3.0,2.0,,,1.0,8.0,6.0,,16.0,1.0,1.0,5.0,9.0,3.0,,14.0,14.0,5.0,,,3.0,9.0,4.0,,,5.0,,4.0,12.0,5.0,16.0,5.0,,24.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10480,42,64.0,446.0,506.0,5.0,924.0,,299.0,28.0,27.0,32.0,18.0,272.0,196.0,222.0,157.0,66.0,28.0,90.0,54.0,6.0,134.0,153.0,54.0,29.0,228.0,29.0,566.0,60.0,50.0,1.0,44.0,111.0,416.0,239.0,19.0,2755.0,1233.0,3.0,14.0,461.0,165.0,615.0,586.0,99.0,52.0,66.0,48.0,273.0,906.0,29.0,542.0,175.0,83.0,69.0,144.0,144.0,439.0,7.0,854.0,61.0,5.0,173.0,1252.0,,,80.0,347.0,2197.0,35.0,35.0,9.0,25.0,62.0,78.0,28.0,28.0,4.0,16.0,79.0,21.0,2.0,5.0,,,,,,,5.0,2.0,7.0,1.0,,1.0,8.0,3.0,1.0,11.0,,12.0,,4.0,12.0,,1.0,3.0,1.0,9.0,8.0,3.0,,20.0,9.0,,3.0,32.0,10.0,,56.0,56.0,121.0,24.0,6.0,9.0,16.0,8.0,8.0,4.0,6.0,,3.0,25.0,,19.0,3.0,7.0,38.0,3.0,6.0,,5.0,,,,,,2.0,,,2.0,,,1.0,,,,1.0,,1.0,,5.0,1.0,2.0,2.0,,3.0,5.0,,,3.0,,,,,4.0,,4.0,4.0,,,3.0,,,,1.0,,,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8055,42,66.0,75.0,183.0,17.0,255.0,,14.0,8.0,4.0,21.0,4.0,75.0,44.0,107.0,32.0,13.0,8.0,13.0,,4.0,62.0,30.0,1.0,1.0,32.0,9.0,65.0,19.0,16.0,,1.0,13.0,61.0,14.0,11.0,820.0,298.0,4.0,50.0,88.0,10.0,119.0,119.0,5.0,22.0,13.0,76.0,109.0,244.0,6.0,85.0,7.0,1.0,30.0,13.0,13.0,139.0,12.0,237.0,2.0,18.0,14.0,309.0,,14.0,11.0,14.0,456.0,14.0,14.0,4.0,15.0,10.0,4.0,3.0,3.0,2.0,,9.0,8.0,7.0,1.0,,4.0,5.0,,7.0,,4.0,,2.0,,6.0,,3.0,,4.0,7.0,,18.0,,7.0,12.0,,2.0,3.0,2.0,,3.0,3.0,,18.0,,,1.0,7.0,3.0,,2.0,2.0,7.0,,,4.0,4.0,9.0,1.0,2.0,5.0,,7.0,8.0,,19.0,5.0,6.0,11.0,,,,2.0,4.0,,,,,1.0,,1.0,1.0,,1.0,,,,,1.0,,,2.0,,1.0,1.0,1.0,,,6.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,42,28.0,165.0,210.0,,375.0,,,,4.0,28.0,,242.0,132.0,,259.0,,,,,5.0,,8.0,24.0,,118.0,,617.0,58.0,53.0,,,,52.0,510.0,22.0,2520.0,345.0,,96.0,66.0,2.0,353.0,351.0,23.0,,,52.0,41.0,189.0,,215.0,4.0,26.0,,,,116.0,,506.0,332.0,,604.0,721.0,,,3.0,,1031.0,2.0,2.0,1.0,,1.0,1.0,,,,137.0,264.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,28.0,5.0,,4.0,4.0,213.0,28.0,,,1.0,,,2.0,,,,1.0,,,,1.0,,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,116.0,115.0,225.0,54.0,182.0,117.0,54.0,89.0,56.0,,,,,,,,,,,,,,,,,,,,49.0,,,,16.0,4.0,6.0,23.0,7.0,3.0,19.0,35.0,6.0,4.0,18.0,,,,,,,,,,
10445,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,42,15.0,34.0,39.0,1.0,72.0,,3.0,6.0,4.0,8.0,2.0,23.0,16.0,19.0,20.0,2.0,2.0,2.0,2.0,1.0,22.0,12.0,2.0,,13.0,3.0,25.0,7.0,5.0,,1.0,13.0,23.0,9.0,4.0,224.0,91.0,,14.0,10.0,6.0,38.0,37.0,9.0,10.0,2.0,25.0,11.0,71.0,2.0,40.0,7.0,3.0,5.0,4.0,4.0,19.0,3.0,56.0,5.0,2.0,15.0,92.0,,6.0,6.0,3.0,142.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,1.0,2.0,,1.0,,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,7.0,1.0,,,2.0,2.0,,6.0,6.0,3.0,,1.0,1.0,,1.0,2.0,,1.0,,1.0,1.0,,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13777,42,4.0,27.0,43.0,,70.0,,,,,5.0,,32.0,31.0,,49.0,,1.0,,,2.0,1.0,,3.0,,46.0,,115.0,11.0,6.0,,,,7.0,99.0,3.0,405.0,53.0,,26.0,20.0,5.0,61.0,61.0,5.0,,,6.0,18.0,30.0,,29.0,,3.0,,,,46.0,,99.0,54.0,,113.0,128.0,,1.0,,,171.0,1.0,1.0,,,,,,,,24.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,43.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,15.0,39.0,10.0,34.0,15.0,4.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,5.0,,,,4.0,,1.0,1.0,,1.0,3.0,7.0,1.0,1.0,5.0,,,,,,,,,,
13556,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,42,88.0,305.0,290.0,23.0,594.0,1.0,5.0,41.0,102.0,27.0,24.0,119.0,120.0,116.0,115.0,28.0,27.0,2.0,3.0,9.0,112.0,169.0,46.0,34.0,162.0,36.0,360.0,29.0,21.0,,38.0,232.0,187.0,149.0,14.0,1530.0,823.0,2.0,127.0,93.0,28.0,279.0,267.0,43.0,64.0,28.0,167.0,142.0,592.0,19.0,363.0,57.0,58.0,5.0,6.0,6.0,267.0,35.0,473.0,50.0,23.0,111.0,830.0,1.0,11.0,50.0,7.0,1112.0,10.0,10.0,16.0,4.0,34.0,28.0,1.0,1.0,12.0,12.0,51.0,8.0,4.0,2.0,,5.0,5.0,3.0,5.0,,1.0,,1.0,1.0,2.0,3.0,2.0,2.0,,4.0,,2.0,,1.0,7.0,3.0,,1.0,,5.0,5.0,,,9.0,5.0,,,16.0,8.0,1.0,55.0,55.0,70.0,13.0,,4.0,4.0,1.0,10.0,3.0,8.0,,7.0,8.0,,13.0,2.0,4.0,5.0,3.0,11.0,,6.0,1.0,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12815,42,121.0,74.0,147.0,20.0,211.0,,4.0,7.0,5.0,14.0,5.0,61.0,53.0,84.0,60.0,29.0,19.0,22.0,4.0,3.0,80.0,73.0,5.0,2.0,19.0,11.0,66.0,18.0,18.0,,2.0,13.0,28.0,18.0,6.0,899.0,281.0,5.0,95.0,11.0,44.0,189.0,189.0,20.0,34.0,29.0,108.0,77.0,208.0,15.0,86.0,17.0,5.0,49.0,46.0,34.0,122.0,9.0,246.0,7.0,21.0,20.0,286.0,1.0,3.0,23.0,4.0,545.0,25.0,25.0,26.0,10.0,18.0,8.0,10.0,6.0,,2.0,7.0,5.0,8.0,,,,1.0,5.0,2.0,,4.0,,2.0,,2.0,2.0,2.0,3.0,1.0,6.0,,14.0,,4.0,14.0,1.0,2.0,1.0,2.0,1.0,7.0,14.0,,13.0,1.0,,8.0,11.0,,,13.0,13.0,7.0,1.0,,4.0,6.0,6.0,1.0,1.0,6.0,,5.0,10.0,12.0,18.0,11.0,5.0,19.0,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,1.0,3.0,4.0,3.0,,3.0,4.0,,8.0,2.0,,1.0,2.0,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2530,42,171.0,60.0,197.0,42.0,256.0,,1.0,87.0,74.0,34.0,14.0,172.0,93.0,110.0,31.0,20.0,3.0,17.0,1.0,7.0,171.0,107.0,8.0,5.0,40.0,36.0,126.0,35.0,30.0,2.0,7.0,152.0,73.0,26.0,20.0,1774.0,390.0,10.0,56.0,89.0,30.0,274.0,271.0,2.0,22.0,20.0,96.0,115.0,241.0,12.0,78.0,5.0,11.0,30.0,18.0,18.0,211.0,77.0,345.0,1.0,49.0,10.0,405.0,1.0,15.0,11.0,2.0,656.0,39.0,39.0,10.0,19.0,8.0,3.0,1.0,1.0,19.0,,6.0,6.0,25.0,3.0,4.0,11.0,14.0,6.0,22.0,1.0,6.0,,6.0,1.0,11.0,5.0,1.0,5.0,2.0,8.0,,36.0,,5.0,24.0,3.0,2.0,2.0,12.0,1.0,7.0,,2.0,36.0,1.0,,1.0,19.0,5.0,1.0,6.0,6.0,14.0,2.0,,4.0,4.0,11.0,,4.0,7.0,1.0,28.0,8.0,,46.0,13.0,7.0,12.0,,1.0,,2.0,3.0,,,,,1.0,,3.0,3.0,,10.0,,,1.0,,2.0,,,2.0,,2.0,3.0,2.0,,,22.0,,,1.0,,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433,42,0.0,5.0,13.0,1.0,15.0,,,,,2.0,,4.0,1.0,3.0,6.0,2.0,1.0,5.0,2.0,,7.0,4.0,,,2.0,,9.0,,,,,1.0,8.0,,2.0,57.0,23.0,,2.0,7.0,7.0,20.0,20.0,3.0,3.0,2.0,3.0,7.0,15.0,1.0,8.0,,,8.0,8.0,7.0,11.0,1.0,23.0,1.0,1.0,1.0,23.0,,2.0,2.0,,48.0,1.0,1.0,,2.0,2.0,,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,3.0,3.0,,,,1.0,1.0,,,,,,,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8650,42,11.0,14.0,18.0,2.0,32.0,,,2.0,1.0,1.0,1.0,6.0,4.0,10.0,3.0,3.0,2.0,,,1.0,8.0,3.0,,,9.0,3.0,18.0,,,,,3.0,6.0,8.0,,90.0,44.0,,19.0,2.0,1.0,15.0,15.0,2.0,,3.0,10.0,11.0,32.0,1.0,16.0,3.0,,,1.0,1.0,18.0,,29.0,2.0,3.0,9.0,44.0,,,1.0,,52.0,1.0,1.0,1.0,,,1.0,,,,,5.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,5.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13125,42,6.0,16.0,8.0,,24.0,,,1.0,,1.0,1.0,8.0,4.0,2.0,6.0,1.0,1.0,,,,3.0,1.0,,,1.0,1.0,15.0,1.0,1.0,,,3.0,9.0,7.0,1.0,90.0,27.0,,1.0,5.0,,3.0,3.0,4.0,2.0,1.0,1.0,1.0,24.0,,18.0,4.0,,,,,1.0,,9.0,1.0,,5.0,27.0,,,,,30.0,,,1.0,,,4.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13794,42,11.0,6.0,15.0,2.0,21.0,,,1.0,,1.0,1.0,5.0,7.0,7.0,2.0,,,1.0,1.0,1.0,3.0,2.0,,,1.0,1.0,5.0,1.0,1.0,,,,3.0,2.0,,52.0,23.0,,5.0,3.0,2.0,7.0,7.0,1.0,1.0,,8.0,9.0,21.0,,6.0,1.0,,2.0,2.0,2.0,11.0,,19.0,,2.0,2.0,23.0,,,1.0,,33.0,2.0,2.0,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,2.0,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
