id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_left,att_goal_high_right,att_ibox_blocked,att_lf_total,att_miss_high,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_one_on_one,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_tackle,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_throws,assist_own_goal,att_bx_centre,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_miss_high_left,att_miss_high_right,att_miss_left,att_obox_post,att_obp_goal,att_obx_right,att_post_right,att_setpiece,att_sv_high_left,att_sv_low_centre,big_chance_created,big_chance_scored,blocked_cross,clearance_off_line,dangerous_play,effective_blocked_cross,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,pen_goals_conceded,post_scoring_att,shield_ball_oop,shot_fastbreak,total_fastbreak,total_flick_on,total_offside,total_throws,won_corners,yellow_card,att_cmiss_high,att_goal_high_centre,att_goal_high_left,att_hd_goal,att_sv_low_left,error_lead_to_shot,fouled_final_third,goal_assist_setplay,own_goals,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_assist_setplay,att_cmiss_high_right,att_lg_centre,att_sv_high_centre,att_sv_high_right,foul_throw_in,att_freekick_miss,att_freekick_total,att_ibox_post,error_lead_to_goal,last_man_tackle,freekick_cross,assist_attempt_saved,assist_free_kick_won,accurate_pull_back,corner_taken,times_tackled,winning_goal,accurate_corners_intobox,accurate_freekick_cross,goal_assist_deadball,second_goal_assist,total_corners_intobox,att_hd_post,red_card,second_yellow,att_post_high,assist_penalty_won,att_cmiss_high_left,penalty_won,att_freekick_goal,att_freekick_target,att_obxd_left,att_obx_left,goal_fastbreak,att_post_left,att_pen_goal,att_freekick_post,assist_blocked_shot,assist_handball_won,assist_pass_lost,assist_post,att_pen_post,att_pen_target,att_obxd_right,att_corner,rescinded_red_card,att_pen_miss,att_lg_right,att_lg_left
5140,79,1012.0,44.0,552.0,6.0,2.0,106.0,1564.0,1.0,51.0,139.0,26.0,8.0,143.0,104.0,22.0,5.0,8.0,1.0,,4.0,,4.0,4.0,1.0,,3.0,1.0,5.0,,7.0,,2.0,9.0,2.0,67.0,140.0,2.0,10.0,5.0,2.0,8.0,1.0,,5.0,8.0,72.0,188.0,157.0,96.0,173.0,14.0,555.0,25.0,,28.0,21.0,,96.0,210.0,47.0,47.0,468.0,390.0,280.0,8.0,19.0,2253.0,6.0,2.0,6.0,1733.0,15.0,250.0,118.0,17.0,222.0,222.0,5.0,84.0,51.0,10.0,680.0,16.0,3.0,121.0,1534.0,7.0,8.0,1064.0,104.0,157.0,6.0,1.0,1.0,219318.7398681641,220.0,707.0,43.0,2.0,205.0,1770.0,,27.0,,1.0,25.0,3.0,2118.0,40.0,5.0,5.0,21.0,10.0,5.0,15.0,,,2.0,3.0,,19.0,,2.0,2.0,,,,,11.0,4.0,15.0,,13.0,5.0,,,2.0,2.0,4.0,,,,,2.0,,3.0,4.0,,4.0,,,4.0,7.0,,,,,,5.0,8.0,,2.0,2.0,,1.0,,,6.0,,3.0,2.0,1.0,2.0,,,,1.0,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
3756,79,76.0,4.0,174.0,,55.0,4.0,250.0,,105.0,83.0,24.0,2.0,148.0,113.0,35.0,4.0,10.0,2.0,,4.0,8.0,2.0,6.0,1.0,1.0,0.0,2.0,4.0,3.0,33.0,5.0,5.0,16.0,2.0,114.0,46.0,4.0,17.0,5.0,10.0,4.0,5.0,,35.0,7.0,168.0,112.0,16.0,13.0,43.0,18.0,124.0,20.0,10.0,11.0,10.0,9.0,13.0,152.0,0.0,0.0,82.0,19.0,7.0,6.0,3.0,1633.0,4.0,7.0,24.0,412.0,4.0,76.0,74.0,24.0,271.0,271.0,15.0,5.0,26.0,17.0,95.0,10.0,,106.0,248.0,8.0,11.0,96.0,11.0,16.0,10.0,5.0,5.0,192263.8453369141,211.0,324.0,,73.0,7.0,415.0,,39.0,13.0,4.0,7.0,1.0,648.0,75.0,57.0,57.0,16.0,11.0,6.0,3.0,,,30.0,,,26.0,2.0,,,,4.0,4.0,2.0,6.0,5.0,15.0,9.0,9.0,12.0,2.0,4.0,,,1.0,,,,,1.0,1.0,8.0,,9.0,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,2.0,1.0,,,,102.0,27.0,,9.0,1.0,1.0,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3362,79,318.0,24.0,376.0,8.0,6.0,39.0,681.0,1.0,5.0,6.0,28.0,15.0,199.0,119.0,11.0,22.0,11.0,6.0,,3.0,26.0,4.0,3.0,6.0,1.0,10.0,5.0,22.0,1.0,15.0,2.0,,7.0,,156.0,162.0,2.0,50.0,9.0,18.0,5.0,23.0,19.0,18.0,7.0,63.0,89.0,56.0,24.0,150.0,18.0,367.0,25.0,5.0,38.0,32.0,4.0,24.0,29.0,47.0,47.0,37.0,132.0,84.0,12.0,20.0,2185.0,10.0,8.0,11.0,855.0,5.0,247.0,14.0,110.0,355.0,355.0,6.0,111.0,45.0,50.0,322.0,13.0,,209.0,661.0,19.0,18.0,387.0,53.0,56.0,31.0,56.0,46.0,239270.447265625,306.0,551.0,50.0,6.0,108.0,882.0,5.0,33.0,4.0,3.0,47.0,3.0,1513.0,37.0,37.0,37.0,10.0,9.0,26.0,31.0,13.0,7.0,,190.0,,4.0,,,2.0,2.0,2.0,,2.0,,,,4.0,3.0,1.0,3.0,6.0,1.0,2.0,3.0,,,,,7.0,0.0,3.0,3.0,4.0,8.0,,,8.0,6.0,1.0,1.0,1.0,1.0,,7.0,6.0,3.0,,1.0,,3.0,2.0,2.0,2.0,3.0,235.0,17.0,7.0,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,1.0,,1.0,4.0,,0.0,0.0,4.0,,,2.0,11.0,,,6.0,1.0,,,10.0,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,
8979,79,68.0,17.0,221.0,0.0,49.0,13.0,280.0,,124.0,76.0,37.0,17.0,277.0,192.0,61.0,10.0,31.0,9.0,,9.0,22.0,,13.0,3.0,,6.0,1.0,9.0,3.0,59.0,12.0,7.0,37.0,2.0,90.0,73.0,6.0,37.0,12.0,7.0,4.0,39.0,,13.0,11.0,205.0,141.0,17.0,12.0,45.0,29.0,105.0,37.0,20.0,57.0,46.0,13.0,12.0,126.0,2.0,2.0,124.0,24.0,9.0,15.0,,3255.0,8.0,24.0,35.0,456.0,1.0,86.0,79.0,43.0,333.0,333.0,22.0,7.0,44.0,37.0,144.0,24.0,3.0,138.0,275.0,20.0,32.0,95.0,28.0,17.0,57.0,39.0,39.0,337961.357421875,259.0,407.0,3.0,60.0,23.0,463.0,2.0,71.0,11.0,,15.0,1.0,842.0,169.0,63.0,63.0,27.0,11.0,24.0,9.0,9.0,9.0,16.0,1.0,,38.0,4.0,3.0,3.0,7.0,3.0,5.0,6.0,4.0,3.0,10.0,20.0,18.0,14.0,5.0,5.0,2.0,1.0,8.0,,,,,2.0,2.0,4.0,5.0,14.0,,,,,11.0,1.0,1.0,1.0,,,,,7.0,,2.0,,,7.0,7.0,85.0,44.0,1.0,31.0,3.0,,4.0,2.0,3.0,2.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,5.0,,,,,,,,,,,2.0,1.0,,,,,,,0.0,,,,,,,3.0,,,,,4.0,,5.0,,,,1.0,,,1.0,1.0,,,,,
12114,79,43.0,4.0,144.0,,32.0,8.0,185.0,,67.0,31.0,14.0,17.0,76.0,67.0,16.0,3.0,14.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,,2.0,,3.0,,16.0,2.0,,4.0,,77.0,30.0,2.0,14.0,3.0,10.0,2.0,5.0,2.0,12.0,4.0,117.0,52.0,11.0,8.0,21.0,25.0,53.0,12.0,5.0,13.0,12.0,5.0,8.0,54.0,1.0,1.0,59.0,11.0,4.0,6.0,3.0,991.0,8.0,7.0,8.0,258.0,4.0,58.0,40.0,10.0,138.0,138.0,7.0,5.0,18.0,14.0,74.0,8.0,1.0,98.0,181.0,5.0,15.0,58.0,7.0,11.0,8.0,7.0,7.0,111703.23449707033,142.0,212.0,,41.0,10.0,263.0,,19.0,7.0,2.0,6.0,2.0,402.0,36.0,33.0,33.0,11.0,4.0,4.0,3.0,2.0,2.0,7.0,,,10.0,1.0,1.0,1.0,2.0,,2.0,2.0,5.0,2.0,9.0,5.0,6.0,3.0,1.0,1.0,,1.0,3.0,,,,,,,3.0,2.0,3.0,2.0,2.0,,2.0,1.0,,,,,,,,4.0,,,,,2.0,2.0,29.0,9.0,,4.0,,1.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
3285,79,595.0,46.0,786.0,26.0,3.0,75.0,1367.0,,25.0,22.0,31.0,24.0,214.0,147.0,8.0,8.0,22.0,,,4.0,4.0,2.0,,5.0,1.0,2.0,,8.0,,12.0,2.0,,12.0,,278.0,188.0,,80.0,9.0,20.0,14.0,49.0,30.0,19.0,3.0,119.0,128.0,60.0,25.0,190.0,38.0,486.0,31.0,3.0,22.0,20.0,3.0,25.0,45.0,48.0,48.0,772.0,182.0,104.0,6.0,20.0,2742.0,10.0,13.0,3.0,1579.0,6.0,10.0,575.0,95.0,405.0,405.0,16.0,103.0,69.0,80.0,66.0,4.0,,408.0,1346.0,41.0,23.0,663.0,91.0,60.0,48.0,79.0,79.0,295652.9765625,523.0,1018.0,93.0,3.0,169.0,1602.0,,16.0,3.0,,57.0,3.0,2364.0,56.0,20.0,20.0,20.0,22.0,29.0,32.0,14.0,14.0,1.0,243.0,,1.0,7.0,1.0,,,1.0,,,,,,2.0,2.0,,1.0,,,,2.0,,,,,,,,1.0,,20.0,,,20.0,2.0,1.0,1.0,,1.0,,5.0,4.0,8.0,,1.0,,1.0,,,4.0,4.0,276.0,13.0,7.0,1.0,,2.0,,,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,79,447.0,60.0,609.0,17.0,6.0,95.0,1022.0,1.0,21.0,19.0,30.0,21.0,197.0,135.0,7.0,11.0,18.0,4.0,0.0,4.0,4.0,,1.0,6.0,2.0,3.0,,11.0,,10.0,2.0,2.0,14.0,,191.0,168.0,,61.0,10.0,29.0,7.0,61.0,32.0,18.0,5.0,120.0,136.0,72.0,36.0,223.0,29.0,533.0,28.0,2.0,26.0,23.0,1.0,36.0,44.0,57.0,57.0,103.0,201.0,103.0,7.0,20.0,2445.0,12.0,14.0,4.0,1255.0,5.0,479.0,74.0,143.0,466.0,466.0,11.0,108.0,49.0,61.0,458.0,4.0,,326.0,996.0,19.0,26.0,512.0,119.0,72.0,52.0,121.0,99.0,276001.8835144043,459.0,894.0,92.0,6.0,217.0,1285.0,,18.0,7.0,2.0,53.0,2.0,2083.0,25.0,19.0,19.0,35.0,18.0,29.0,32.0,34.0,27.0,,229.0,1.0,3.0,,3.0,1.0,,,1.0,,,,,,1.0,2.0,0.0,,,,3.0,,,,,1.0,,,5.0,,14.0,1.0,1.0,14.0,3.0,4.0,4.0,3.0,,1.0,8.0,6.0,7.0,,1.0,,1.0,,,1.0,1.0,265.0,15.0,7.0,,,1.0,,1.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,1.0,,3.0,,,,6.0,,,,24.0,,,7.0,2.0,,,22.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
12136,79,1030.0,157.0,1707.0,2.0,67.0,188.0,2708.0,2.0,50.0,49.0,38.0,38.0,266.0,141.0,8.0,58.0,22.0,1.0,,4.0,63.0,6.0,9.0,14.0,1.0,26.0,16.0,58.0,,52.0,,,3.0,6.0,389.0,261.0,,50.0,18.0,43.0,11.0,5.0,7.0,20.0,6.0,172.0,184.0,64.0,41.0,487.0,57.0,865.0,37.0,1.0,50.0,48.0,1.0,41.0,178.0,37.0,37.0,930.0,403.0,293.0,13.0,12.0,3266.0,17.0,22.0,17.0,3044.0,9.0,455.0,321.0,194.0,555.0,555.0,12.0,106.0,143.0,50.0,932.0,31.0,,804.0,2644.0,21.0,39.0,1128.0,287.0,64.0,24.0,102.0,27.0,423922.267578125,1014.0,2090.0,22.0,68.0,284.0,3116.0,2.0,66.0,7.0,1.0,78.0,11.0,3688.0,24.0,35.0,35.0,42.0,19.0,18.0,57.0,29.0,7.0,3.0,18.0,,6.0,1.0,1.0,2.0,,,,,,,,,3.0,,1.0,16.0,4.0,1.0,9.0,1.0,,,,2.0,1.0,2.0,3.0,,4.0,,,4.0,2.0,7.0,6.0,2.0,4.0,2.0,3.0,4.0,1.0,,5.0,2.0,3.0,,,9.0,,18.0,14.0,10.0,,1.0,,,6.0,1.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,1.0,,,3.0,8.0,1.0,3.0,,15.0,1.0,,1.0,89.0,,,23.0,6.0,4.0,2.0,76.0,,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
19620,79,202.0,11.0,419.0,0.0,5.0,17.0,621.0,,3.0,16.0,8.0,7.0,16.0,7.0,,5.0,7.0,,,,5.0,0.0,2.0,,,3.0,2.0,5.0,,3.0,,,,,95.0,32.0,,11.0,,6.0,2.0,7.0,3.0,2.0,,18.0,43.0,7.0,5.0,72.0,7.0,170.0,6.0,,3.0,3.0,,5.0,27.0,6.0,6.0,76.0,36.0,32.0,,,533.0,3.0,5.0,2.0,668.0,,216.0,8.0,23.0,69.0,69.0,2.0,17.0,13.0,11.0,331.0,3.0,,168.0,617.0,3.0,8.0,216.0,21.0,7.0,3.0,10.0,10.0,65326.44165039063,196.0,466.0,2.0,5.0,25.0,672.0,1.0,5.0,3.0,2.0,23.0,,787.0,2.0,2.0,2.0,1.0,8.0,3.0,16.0,,,,43.0,,,,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,47.0,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21730,79,68.0,5.0,41.0,7.0,,13.0,108.0,,6.0,16.0,6.0,2.0,41.0,15.0,3.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,7.0,17.0,,2.0,,3.0,,,1.0,,1.0,14.0,22.0,30.0,18.0,11.0,5.0,70.0,5.0,1.0,8.0,8.0,,18.0,32.0,9.0,9.0,47.0,46.0,27.0,3.0,4.0,440.0,,,1.0,141.0,,3.0,32.0,2.0,41.0,41.0,,12.0,5.0,2.0,21.0,2.0,,5.0,106.0,1.0,,82.0,10.0,30.0,0.0,1.0,1.0,48213.9072265625,12.0,64.0,22.0,,30.0,145.0,,3.0,2.0,1.0,5.0,,205.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,,,,2.0,,,,,,,1.0,2.0,,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25313,79,163.0,6.0,232.0,2.0,3.0,6.0,378.0,,6.0,14.0,22.0,5.0,67.0,48.0,11.0,14.0,12.0,,,3.0,11.0,,2.0,6.0,1.0,2.0,5.0,14.0,,17.0,,5.0,13.0,2.0,135.0,67.0,2.0,42.0,9.0,14.0,3.0,64.0,20.0,18.0,4.0,68.0,64.0,20.0,13.0,19.0,7.0,100.0,12.0,1.0,15.0,15.0,1.0,13.0,28.0,6.0,6.0,153.0,26.0,14.0,4.0,8.0,1095.0,10.0,3.0,11.0,442.0,2.0,31.0,139.0,61.0,215.0,215.0,6.0,38.0,23.0,42.0,57.0,5.0,,123.0,375.0,9.0,13.0,196.0,12.0,20.0,37.0,84.0,84.0,148860.8797607422,145.0,333.0,8.0,3.0,13.0,445.0,2.0,25.0,7.0,10.0,26.0,,872.0,45.0,21.0,21.0,10.0,14.0,14.0,11.0,17.0,17.0,,119.0,,3.0,7.0,1.0,2.0,,,,1.0,1.0,,1.0,,2.0,5.0,1.0,5.0,1.0,,1.0,,,,,,,5.0,2.0,,6.0,,,6.0,,1.0,1.0,1.0,,1.0,,2.0,7.0,,1.0,1.0,2.0,,,,5.0,128.0,25.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3724,79,196.0,34.0,653.0,4.0,53.0,33.0,804.0,2.0,13.0,4.0,36.0,3.0,262.0,167.0,22.0,40.0,44.0,10.0,1.0,7.0,38.0,8.0,6.0,14.0,1.0,15.0,10.0,39.0,,54.0,,2.0,23.0,3.0,253.0,182.0,2.0,97.0,21.0,51.0,5.0,65.0,45.0,73.0,11.0,185.0,193.0,21.0,5.0,101.0,10.0,288.0,35.0,2.0,48.0,36.0,2.0,5.0,22.0,35.0,35.0,330.0,50.0,21.0,15.0,13.0,3129.0,26.0,39.0,14.0,978.0,1.0,124.0,294.0,203.0,575.0,575.0,28.0,85.0,69.0,97.0,152.0,27.0,,399.0,762.0,48.0,66.0,244.0,74.0,21.0,122.0,176.0,132.0,376221.9252929688,522.0,955.0,34.0,59.0,78.0,1023.0,4.0,62.0,9.0,1.0,60.0,3.0,1851.0,93.0,88.0,88.0,46.0,10.0,84.0,34.0,45.0,25.0,9.0,21.0,,7.0,5.0,2.0,4.0,4.0,,1.0,,1.0,,1.0,1.0,12.0,2.0,2.0,10.0,3.0,4.0,6.0,,,,,2.0,,3.0,14.0,,7.0,1.0,,7.0,12.0,7.0,4.0,6.0,,,,,20.0,,2.0,,1.0,4.0,5.0,16.0,6.0,23.0,41.0,3.0,3.0,,,,4.0,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,0.0,2.0,,1.0,2.0,,,,22.0,,,2.0,49.0,,,20.0,9.0,1.0,2.0,44.0,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,
4877,79,473.0,36.0,185.0,18.0,,74.0,655.0,,45.0,57.0,24.0,15.0,185.0,124.0,8.0,2.0,5.0,,,2.0,2.0,2.0,,1.0,,1.0,,2.0,,3.0,,1.0,3.0,1.0,76.0,96.0,1.0,23.0,3.0,8.0,5.0,3.0,5.0,5.0,6.0,82.0,114.0,123.0,67.0,116.0,22.0,385.0,24.0,1.0,27.0,23.0,,67.0,81.0,39.0,39.0,304.0,189.0,100.0,12.0,13.0,1949.0,1.0,4.0,5.0,838.0,14.0,10.0,147.0,25.0,230.0,230.0,2.0,70.0,24.0,23.0,93.0,2.0,,52.0,638.0,10.0,5.0,540.0,89.0,123.0,13.0,8.0,8.0,208272.63818359372,134.0,326.0,92.0,,193.0,858.0,,10.0,8.0,,32.0,,1179.0,19.0,7.0,7.0,18.0,6.0,9.0,22.0,3.0,3.0,3.0,11.0,,7.0,0.0,,,,1.0,,,1.0,2.0,4.0,1.0,1.0,4.0,,1.0,,,,,,,0.0,4.0,,3.0,2.0,1.0,4.0,,,4.0,4.0,,,,,0.0,11.0,17.0,0.0,1.0,1.0,0.0,,,,3.0,,16.0,4.0,4.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,0.0,,1.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
7103,79,793.0,60.0,405.0,25.0,1.0,104.0,1198.0,1.0,82.0,88.0,38.0,32.0,286.0,154.0,11.0,2.0,7.0,,,3.0,,2.0,1.0,0.0,,2.0,,2.0,,4.0,,1.0,6.0,1.0,130.0,166.0,4.0,47.0,3.0,26.0,10.0,0.0,,0.0,10.0,153.0,154.0,241.0,121.0,246.0,45.0,751.0,38.0,,58.0,52.0,,121.0,211.0,76.0,76.0,476.0,387.0,213.0,19.0,28.0,3420.0,4.0,5.0,3.0,1507.0,20.0,34.0,321.0,23.0,382.0,382.0,1.0,114.0,51.0,47.0,204.0,7.0,0.0,133.0,1153.0,29.0,9.0,905.0,146.0,241.0,3.0,0.0,0.0,338542.9248046875,286.0,656.0,119.0,1.0,272.0,1561.0,,13.0,,,55.0,2.0,2077.0,28.0,12.0,12.0,9.0,9.0,3.0,36.0,,,1.0,8.0,,9.0,,1.0,,,,,,3.0,2.0,5.0,,5.0,3.0,,,,,4.0,,,,,3.0,,1.0,1.0,,8.0,,,8.0,6.0,2.0,2.0,1.0,0.0,,13.0,31.0,,1.0,4.0,,2.0,,,7.0,2.0,9.0,3.0,6.0,1.0,,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
13549,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,79,1207.0,51.0,943.0,30.0,,163.0,2148.0,1.0,66.0,118.0,36.0,13.0,211.0,118.0,10.0,14.0,10.0,3.0,,4.0,16.0,3.0,2.0,8.0,,4.0,2.0,14.0,,12.0,,,4.0,3.0,151.0,247.0,1.0,34.0,12.0,11.0,15.0,6.0,9.0,6.0,8.0,111.0,235.0,170.0,85.0,332.0,20.0,978.0,36.0,,31.0,28.0,,85.0,230.0,60.0,60.0,411.0,505.0,350.0,7.0,21.0,3205.0,6.0,6.0,4.0,2423.0,11.0,517.0,72.0,42.0,394.0,394.0,7.0,151.0,89.0,34.0,948.0,8.0,,287.0,2088.0,18.0,12.0,1314.0,112.0,170.0,38.0,15.0,15.0,348078.8139648437,420.0,1189.0,119.0,,313.0,2488.0,,24.0,2.0,,64.0,2.0,3016.0,28.0,18.0,18.0,25.0,21.0,30.0,41.0,2.0,2.0,0.0,31.0,,7.0,,,1.0,,,,,1.0,,2.0,,3.0,2.0,,4.0,1.0,,1.0,,,,1.0,3.0,,0.0,2.0,,7.0,,,7.0,3.0,,,,,1.0,7.0,30.0,1.0,1.0,2.0,1.0,2.0,,,3.0,1.0,35.0,5.0,4.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2839,79,81.0,5.0,178.0,3.0,14.0,9.0,247.0,,19.0,7.0,20.0,4.0,109.0,69.0,16.0,3.0,10.0,1.0,,6.0,3.0,1.0,2.0,,,1.0,2.0,3.0,0.0,14.0,3.0,5.0,15.0,,88.0,76.0,3.0,25.0,6.0,8.0,3.0,35.0,11.0,23.0,5.0,75.0,91.0,11.0,5.0,26.0,7.0,92.0,13.0,3.0,17.0,15.0,2.0,5.0,37.0,9.0,9.0,92.0,27.0,11.0,7.0,1.0,1216.0,8.0,6.0,9.0,301.0,,20.0,116.0,47.0,202.0,202.0,6.0,40.0,30.0,25.0,54.0,4.0,2.0,103.0,223.0,9.0,14.0,92.0,20.0,11.0,47.0,48.0,47.0,147445.11364746094,152.0,282.0,7.0,18.0,20.0,326.0,,19.0,2.0,7.0,28.0,,610.0,50.0,40.0,40.0,28.0,8.0,28.0,19.0,12.0,11.0,2.0,2.0,,8.0,4.0,,2.0,,,2.0,0.0,,,,3.0,3.0,4.0,,1.0,1.0,,,,,0.0,,3.0,,2.0,5.0,2.0,1.0,,,1.0,2.0,3.0,2.0,3.0,1.0,,1.0,,3.0,,2.0,,,,1.0,8.0,12.0,3.0,17.0,2.0,,1.0,,,4.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,1.0,,,,3.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
