id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high_left,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_left,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_freekick_miss,att_freekick_total,att_hd_target,offside_provoked,accurate_corners_intobox,accurate_freekick_cross,assist_attempt_saved,assist_free_kick_won,assist_pass_lost,att_assist_setplay,att_cmiss_high,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_obox_goal,att_obx_left,att_one_on_one,att_pen_goal,att_pen_target,freekick_cross,goal_assist_setplay,penalty_won,total_corners_intobox,att_freekick_post,att_ibox_post,att_obxd_right,att_post_left,att_post_right,own_goals,last_man_tackle,att_goal_high_left,att_lg_centre,penalty_conceded,red_card,assist_penalty_won,attempts_obox,six_yard_block,att_obxd_left,goal_assist_deadball,assist_post,attempts_ibox,att_freekick_goal,att_sv_high_right,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,foul_throw_in,second_yellow,assist_own_goal,att_hd_post,dangerous_play,clearance_off_line,att_obp_goal,penalty_save,assist_blocked_shot,assist_handball_won,att_obx_right,att_lg_right,att_pen_miss,back_pass,att_corner,fifty_fifty,successful_fifty_fifty,att_pen_post
6900,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,54,314.0,18.0,,,,157.0,77.0,,216.0,471.0,,,,,5.0,35.0,2.0,246.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,,,,,,,,12.0,,,,,5.0,2.0,12.0,,18.0,2.0,1.0,1.0,159.0,7.0,,3.0,653.0,35.0,,37.0,33.0,4.0,,,,,,,2.0,,,1.0,1.0,1.0,70.0,477.0,156.0,8.0,42.0,3098.0,,,,413.0,,,101.0,76.0,6.0,9.0,382.0,382.0,,31.0,0.0,,,121.0,,0.0,,,49.0,261.0,,,366.0,27.0,18.0,3.0,,,150484.5352783203,,159.0,,478.0,265.0,,586.0,,844.0,,,1.0,,,,,1228.0,,,,2.0,22.0,3.0,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,123.0,23.0,189.0,2.0,9.0,37.0,75.0,10.0,252.0,28.0,262.0,191.0,9.0,10.0,75.0,39.0,115.0,8.0,10.0,31.0,24.0,,,,,,,,,,,,,,1.0,,,,
19605,54,91.0,17.0,3.0,3.0,,67.0,7.0,2.0,24.0,155.0,,,19.0,19.0,18.0,16.0,8.0,60.0,42.0,3.0,3.0,,,,,1.0,,1.0,1.0,,,1.0,2.0,4.0,1.0,2.0,2.0,1.0,,,1.0,,,,,,2.0,1.0,,,,1.0,2.0,,1.0,,2.0,1.0,,1.0,,,,21.0,26.0,,,2.0,9.0,15.0,2.0,9.0,1.0,,5.0,5.0,0.0,2.0,43.0,39.0,9.0,38.0,28.0,,,58.0,4.0,1.0,13.0,117.0,7.0,2.0,15.0,13.0,2.0,,,,,,,29.0,27.0,,17.0,1.0,17.0,65.0,79.0,33.0,10.0,5.0,767.0,2.0,1.0,3.0,233.0,2.0,1.0,11.0,48.0,22.0,1.0,121.0,119.0,,17.0,9.0,,15.0,35.0,,,,2.0,27.0,150.0,8.0,3.0,110.0,48.0,40.0,6.0,10.0,10.0,86878.33456420898,,65.0,,138.0,30.0,2.0,70.0,,238.0,,7.0,4.0,9.0,15.0,,39.0,410.0,9.0,3.0,3.0,4.0,4.0,2.0,4.0,12.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,54,,1.0,,,1.0,5.0,,,1.0,5.0,,,,3.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,2.0,,,,,,,,,4.0,1.0,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,2.0,,,,,2.0,1.0,1.0,1.0,,11.0,,,,7.0,,,1.0,1.0,,,2.0,2.0,,1.0,,,2.0,2.0,,,,,4.0,5.0,,,1.0,1.0,,,,,2580.5211791992188,,5.0,1.0,6.0,,,1.0,,7.0,,,,2.0,,,,8.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,54,180.0,22.0,2.0,2.0,,97.0,10.0,,35.0,275.0,,,38.0,15.0,23.0,15.0,12.0,113.0,101.0,3.0,2.0,,1.0,,,1.0,,,,,,,1.0,2.0,,,2.0,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,1.0,33.0,48.0,1.0,,,6.0,21.0,,7.0,2.0,,3.0,1.0,,3.0,38.0,49.0,6.0,48.0,25.0,,1.0,57.0,29.0,,13.0,145.0,13.0,,21.0,19.0,2.0,,1.0,1.0,,,,25.0,42.0,,18.0,3.0,18.0,156.0,79.0,43.0,6.0,10.0,1161.0,1.0,3.0,1.0,358.0,14.0,1.0,9.0,63.0,11.0,1.0,117.0,113.0,,31.0,17.0,,21.0,30.0,,,,2.0,37.0,270.0,11.0,4.0,210.0,42.0,52.0,4.0,4.0,4.0,109447.4584350586,,77.0,2.0,158.0,37.0,,78.0,,364.0,,3.0,2.0,2.0,23.0,,52.0,566.0,9.0,3.0,3.0,2.0,6.0,1.0,1.0,15.0,3.0,,,1.0,7.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
4844,54,162.0,16.0,20.0,9.0,12.0,390.0,1.0,39.0,23.0,532.0,1.0,3.0,4.0,31.0,19.0,31.0,9.0,187.0,142.0,22.0,13.0,6.0,3.0,,,2.0,3.0,1.0,1.0,2.0,1.0,,1.0,1.0,4.0,5.0,10.0,5.0,2.0,6.0,19.0,,3.0,4.0,1.0,6.0,5.0,4.0,9.0,1.0,8.0,22.0,35.0,1.0,3.0,7.0,27.0,4.0,,1.0,7.0,3.0,2.0,152.0,106.0,6.0,4.0,4.0,1.0,27.0,8.0,27.0,,25.0,19.0,9.0,44.0,7.0,139.0,82.0,1.0,10.0,2.0,,,61.0,41.0,5.0,17.0,189.0,27.0,5.0,32.0,28.0,4.0,3.0,5.0,2.0,3.0,1.0,,2.0,57.0,2.0,22.0,2.0,22.0,145.0,47.0,26.0,15.0,3.0,2147.0,9.0,24.0,18.0,651.0,3.0,7.0,94.0,114.0,78.0,3.0,278.0,278.0,7.0,56.0,43.0,2.0,27.0,176.0,1.0,1.0,3.0,21.0,220.0,522.0,15.0,33.0,200.0,37.0,10.0,41.0,57.0,33.0,248320.36279296875,4.0,286.0,33.0,519.0,5.0,40.0,41.0,3.0,662.0,1.0,47.0,19.0,4.0,29.0,6.0,5.0,1020.0,79.0,35.0,35.0,15.0,9.0,20.0,13.0,20.0,2.0,1.0,3.0,,1.0,11.0,1.0,,,1.0,6.0,1.0,,1.0,,,,1.0,1.0,,5.0,2.0,,24.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,54,295.0,56.0,1.0,1.0,2.0,293.0,3.0,12.0,70.0,587.0,,1.0,,13.0,12.0,21.0,29.0,210.0,175.0,3.0,2.0,,1.0,,,,,,,1.0,,,2.0,2.0,1.0,,2.0,,,,1.0,,2.0,,2.0,2.0,1.0,1.0,5.0,,2.0,8.0,8.0,,1.0,2.0,9.0,2.0,1.0,,,,,93.0,86.0,1.0,,,5.0,27.0,2.0,33.0,3.0,,2.0,5.0,7.0,2.0,88.0,70.0,5.0,26.0,13.0,,1.0,134.0,50.0,2.0,35.0,223.0,21.0,1.0,28.0,25.0,3.0,,2.0,1.0,2.0,,1.0,14.0,68.0,,27.0,7.0,27.0,226.0,121.0,72.0,11.0,9.0,1770.0,1.0,4.0,3.0,719.0,16.0,2.0,68.0,130.0,29.0,2.0,181.0,178.0,1.0,34.0,51.0,,27.0,188.0,,,,7.0,109.0,578.0,15.0,5.0,329.0,110.0,29.0,4.0,7.0,7.0,216219.52294921875,,193.0,3.0,408.0,16.0,12.0,126.0,,730.0,,12.0,6.0,,36.0,1.0,0.0,939.0,9.0,15.0,15.0,20.0,8.0,3.0,2.0,25.0,7.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
3725,54,163.0,11.0,5.0,3.0,2.0,166.0,0.0,15.0,17.0,324.0,,,1.0,13.0,4.0,16.0,6.0,109.0,81.0,7.0,4.0,2.0,1.0,,2.0,,,,,1.0,,,1.0,1.0,3.0,,3.0,1.0,,2.0,7.0,,3.0,2.0,,3.0,2.0,1.0,6.0,,2.0,10.0,16.0,,1.0,1.0,9.0,,1.0,,,2.0,,66.0,55.0,,,,3.0,14.0,4.0,13.0,,3.0,13.0,6.0,11.0,2.0,48.0,35.0,3.0,10.0,1.0,,,52.0,16.0,2.0,9.0,96.0,11.0,1.0,27.0,23.0,4.0,1.0,,,,,,1.0,20.0,,14.0,2.0,14.0,86.0,37.0,25.0,12.0,3.0,928.0,7.0,1.0,4.0,373.0,4.0,2.0,61.0,36.0,29.0,6.0,100.0,100.0,4.0,27.0,24.0,,14.0,130.0,,1.0,,9.0,78.0,319.0,5.0,8.0,182.0,20.0,10.0,5.0,25.0,22.0,121892.57446289062,,103.0,2.0,221.0,5.0,15.0,31.0,,378.0,,17.0,7.0,5.0,13.0,1.0,2.0,521.0,14.0,10.0,10.0,16.0,2.0,3.0,7.0,9.0,4.0,,,,,2.0,,,,,1.0,1.0,,,,1.0,,,,,3.0,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13510,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13285,54,9.0,,,,,11.0,1.0,1.0,1.0,20.0,,,6.0,,,2.0,2.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,1.0,,,,1.0,2.0,,,,1.0,,,,,,,2.0,5.0,,,,,6.0,3.0,1.0,,1.0,1.0,,2.0,,6.0,5.0,,,,,,3.0,0.0,1.0,2.0,8.0,1.0,,3.0,3.0,,,,,,,,,1.0,,2.0,,2.0,6.0,1.0,,1.0,,90.0,,1.0,,29.0,,,7.0,1.0,3.0,,20.0,20.0,,1.0,4.0,,6.0,13.0,,,,,5.0,20.0,3.0,1.0,12.0,1.0,,2.0,2.0,1.0,11440.3740234375,,9.0,,19.0,1.0,1.0,2.0,,29.0,,3.0,1.0,1.0,3.0,,9.0,60.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,54,597.0,54.0,4.0,4.0,,281.0,23.0,0.0,87.0,874.0,,,62.0,50.0,71.0,25.0,10.0,231.0,153.0,5.0,3.0,,,,,1.0,,,,,1.0,1.0,1.0,2.0,,2.0,1.0,,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,5.0,3.0,,,,3.0,3.0,,,,,1.0,98.0,130.0,1.0,,1.0,9.0,32.0,1.0,20.0,7.0,,13.0,8.0,13.0,7.0,105.0,140.0,9.0,172.0,102.0,,2.0,152.0,16.0,,23.0,484.0,25.0,2.0,37.0,33.0,4.0,,1.0,1.0,1.0,,2.0,103.0,117.0,,52.0,6.0,52.0,330.0,250.0,142.0,14.0,27.0,2250.0,3.0,3.0,3.0,1081.0,26.0,1.0,44.0,234.0,43.0,4.0,300.0,297.0,2.0,90.0,38.0,,32.0,204.0,,2.0,,4.0,93.0,843.0,12.0,6.0,686.0,95.0,175.0,13.0,21.0,21.0,266289.482421875,,186.0,3.0,451.0,108.0,1.0,207.0,1.0,1116.0,,8.0,,,49.0,,71.0,1616.0,10.0,12.0,12.0,12.0,4.0,10.0,2.0,37.0,4.0,,,,15.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10449,54,2.0,,,,,4.0,,,,6.0,,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,2.0,,,1.0,1.0,,,,,,2.0,,,1.0,5.0,,,,,,,,,,,,,1.0,,,,,4.0,2.0,1.0,1.0,,12.0,,,,9.0,,,,5.0,5.0,,7.0,7.0,,,,,1.0,,,,,,3.0,6.0,,,2.0,,,,4.0,4.0,1743.07568359375,,6.0,,11.0,1.0,,1.0,,9.0,,,,1.0,,,2.0,15.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,54,445.0,28.0,,,,38.0,26.0,,101.0,483.0,,,,1.0,4.0,22.0,,103.0,73.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,4.0,5.0,,,,,5.0,5.0,10.0,,17.0,,1.0,1.0,58.0,4.0,,,375.0,22.0,,26.0,24.0,2.0,,,,,,,,2.0,,,,,178.0,177.0,38.0,5.0,7.0,1969.0,,0.0,,473.0,,,25.0,38.0,9.0,,186.0,185.0,,49.0,1.0,,,111.0,,,,,6.0,383.0,,0.0,488.0,35.0,18.0,4.0,,,116811.22241210938,,58.0,,176.0,135.0,,279.0,,664.0,,,1.0,,,,,830.0,,,,3.0,12.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,21.0,90.0,,3.0,3.0,17.0,,121.0,12.0,119.0,92.0,1.0,12.0,18.0,15.0,33.0,3.0,2.0,15.0,27.0,,,,,,,,1.0,,,,,,,,1.0,1.0,
11952,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,54,623.0,89.0,8.0,6.0,3.0,652.0,6.0,12.0,113.0,1267.0,,1.0,3.0,17.0,20.0,34.0,32.0,275.0,179.0,17.0,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,2.0,4.0,,1.0,1.0,2.0,2.0,,3.0,5.0,,1.0,9.0,8.0,,,,7.0,1.0,1.0,,,1.0,,187.0,215.0,1.0,,,16.0,39.0,3.0,58.0,10.0,6.0,10.0,6.0,25.0,11.0,156.0,158.0,16.0,39.0,15.0,1.0,,199.0,28.0,3.0,52.0,422.0,32.0,,45.0,39.0,6.0,,2.0,2.0,2.0,,2.0,16.0,102.0,,66.0,8.0,66.0,435.0,213.0,153.0,18.0,19.0,2806.0,8.0,12.0,2.0,1412.0,21.0,2.0,145.0,225.0,51.0,4.0,259.0,258.0,4.0,117.0,94.0,,39.0,406.0,1.0,1.0,,6.0,229.0,1231.0,27.0,20.0,676.0,138.0,40.0,26.0,23.0,18.0,361144.0645751953,,305.0,7.0,797.0,28.0,12.0,174.0,,1450.0,,11.0,4.0,2.0,79.0,2.0,3.0,1889.0,6.0,23.0,23.0,42.0,5.0,19.0,2.0,56.0,10.0,,,,,2.0,,,,,1.0,,,,,,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
2579,54,9.0,1.0,1.0,,,11.0,,3.0,1.0,19.0,,,,2.0,1.0,5.0,2.0,12.0,15.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,10.0,6.0,,1.0,,,4.0,,3.0,,4.0,1.0,5.0,1.0,,8.0,7.0,,1.0,,,,6.0,0.0,1.0,2.0,10.0,1.0,,1.0,1.0,,,,,,,,,4.0,,,,,3.0,7.0,2.0,3.0,,103.0,,,,28.0,,,5.0,4.0,14.0,,25.0,24.0,1.0,1.0,4.0,,4.0,5.0,,,,1.0,5.0,19.0,4.0,,10.0,5.0,2.0,,13.0,9.0,14825.04385375977,,10.0,,31.0,1.0,3.0,4.0,,28.0,,1.0,1.0,4.0,4.0,,,57.0,1.0,1.0,1.0,2.0,2.0,,2.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10517,54,153.0,16.0,10.0,10.0,,194.0,8.0,1.0,19.0,337.0,,,91.0,12.0,7.0,13.0,1.0,101.0,53.0,4.0,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,4.0,,,1.0,,,2.0,,2.0,,1.0,3.0,2.0,,,,,1.0,1.0,,,,,64.0,67.0,,,,6.0,19.0,,2.0,3.0,,28.0,17.0,5.0,3.0,26.0,32.0,6.0,19.0,6.0,,,91.0,16.0,2.0,3.0,203.0,12.0,,20.0,18.0,3.0,,,,,,,7.0,31.0,,8.0,1.0,8.0,9.0,84.0,46.0,7.0,6.0,1036.0,0.0,4.0,1.0,425.0,4.0,2.0,185.0,14.0,50.0,1.0,172.0,167.0,3.0,42.0,22.0,,19.0,158.0,,,,3.0,91.0,330.0,10.0,4.0,178.0,33.0,24.0,11.0,47.0,47.0,121262.84812927246,,139.0,,303.0,39.0,1.0,64.0,,434.0,,4.0,1.0,1.0,12.0,,103.0,693.0,3.0,6.0,6.0,7.0,3.0,6.0,4.0,10.0,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13194,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100,54,678.0,79.0,13.0,9.0,10.0,617.0,5.0,52.0,88.0,1282.0,,,48.0,38.0,39.0,37.0,17.0,353.0,238.0,13.0,13.0,2.0,4.0,,,4.0,1.0,1.0,1.0,,1.0,,5.0,5.0,7.0,2.0,10.0,1.0,3.0,3.0,32.0,,6.0,3.0,2.0,1.0,6.0,10.0,8.0,,3.0,22.0,31.0,,,1.0,4.0,,,,1.0,1.0,2.0,309.0,192.0,2.0,1.0,2.0,5.0,54.0,17.0,52.0,5.0,18.0,31.0,13.0,39.0,6.0,160.0,181.0,5.0,60.0,23.0,,1.0,194.0,48.0,6.0,22.0,432.0,36.0,3.0,75.0,66.0,9.0,2.0,1.0,1.0,1.0,,2.0,24.0,118.0,,53.0,4.0,53.0,355.0,185.0,112.0,22.0,11.0,3188.0,10.0,5.0,7.0,1511.0,9.0,6.0,332.0,113.0,97.0,11.0,404.0,398.0,16.0,86.0,90.0,,54.0,445.0,,,1.0,18.0,304.0,1255.0,23.0,15.0,753.0,133.0,66.0,39.0,62.0,48.0,417163.2861328125,1.0,416.0,31.0,850.0,45.0,55.0,170.0,1.0,1541.0,1.0,42.0,6.0,1.0,90.0,2.0,56.0,2122.0,42.0,22.0,22.0,25.0,9.0,28.0,14.0,60.0,9.0,1.0,2.0,,1.0,4.0,2.0,,,,1.0,2.0,,,,1.0,,,,,4.0,,,14.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030,54,970.0,50.0,,,,495.0,10.0,1.0,74.0,1465.0,,,4.0,78.0,116.0,33.0,12.0,215.0,127.0,3.0,4.0,,,,,,,,,1.0,1.0,,1.0,3.0,2.0,2.0,1.0,2.0,,,,,1.0,,1.0,,,1.0,1.0,,,2.0,,,2.0,,4.0,1.0,,,2.0,,0.0,81.0,209.0,,,1.0,4.0,24.0,3.0,19.0,10.0,,3.0,,1.0,6.0,115.0,192.0,4.0,191.0,119.0,,1.0,118.0,36.0,1.0,19.0,633.0,33.0,2.0,36.0,33.0,3.0,,,,,,1.0,126.0,204.0,0.0,90.0,15.0,90.0,422.0,379.0,289.0,7.0,23.0,2823.0,1.0,2.0,4.0,1617.0,22.0,,213.0,45.0,10.0,8.0,234.0,223.0,,132.0,77.0,,24.0,531.0,,5.0,,2.0,91.0,1419.0,8.0,3.0,1046.0,81.0,202.0,5.0,3.0,3.0,292670.84033203125,,148.0,4.0,624.0,47.0,1.0,134.0,2.0,1667.0,,9.0,2.0,,48.0,,4.0,2131.0,24.0,13.0,13.0,25.0,20.0,4.0,1.0,42.0,4.0,,,2.0,34.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
